name, type, manufacturer, barcode, price
Notepad,Personal Gadget,Crest,1667425761,993.1643605232239
Sticky Notes,Personal Gadget,Crest,1505657864,342.35429763793945
Calendar,Home Supplies,Crest,1725172083,276.19093656539917
Planner,Home Appliances,Crest,1185961279,99.4880199432373
Highlighter,Home Supplies,Crest,1404071884,449.45257902145386
Sharpener,Home Supplies,Crest,1287408150,750.2752542495728
Notebook,Home Appliances,Crest,1016751845,736.1688017845154
Journal,Office Supplies,Crest,1904157544,937.9115104675293
Diary,Office Supplies,Crest,1400100576,441.80452823638916
Printer,Office Supplies,Crest,1778027523,110.60357093811035
Trashcan,Food,Crest,1250294105,115.88025093078613
Chair,Personal Gadget,Crest,1631680978,712.6126885414124
Tape,Home Supplies,Crest,1537503644,197.07000255584717
Eraser,Home Appliances,Crest,1198746498,305.6291341781616
Iphone X,Home Appliances,Oral B,1346639304,707.116961479187
Ipad Pro,Personal Gadget,Oral B,1483669855,258.09019804000854
Macbook Pro,Food,Oral B,1543313428,736.1788153648376
XPS 13,Home Supplies,Oral B,1575354375,563.7531876564026
Noise Cancelling Series 2,Home Supplies,Oral B,1381648456,108.35224390029907
Inspiron,Food,Oral B,1320403793,306.5685033798218
Macbook Air,Home Appliances,Oral B,1545771915,658.0765247344971
Chips,Home Appliances,Oral B,1116251758,86.25328540802002
Milk,Home Supplies,Oral B,1783623375,490.76128005981445
Yoghurt,Personal Gadget,Oral B,1059503562,870.6246614456177
Cheese,Home Appliances,Oral B,1774459742,777.333676815033
Chicken Breast,Home Appliances,Oral B,1243900596,712.543249130249
Frozen Pizza,Personal Gadget,Oral B,1835224461,453.5870552062988
Bagels,Office Supplies,Oral B,1474551628,230.18211126327515
Bread,Office Supplies,Oral B,1571408019,400.49195289611816
Cookies,Home Appliances,Oral B,1395180832,821.3463425636292
Sparkling Water,Office Supplies,Oral B,1311459831,588.3883833885193
Energy Drink,Office Supplies,Oral B,1623474267,90.91907739639282
Soda,Home Supplies,Oral B,1717129524,421.7213988304138
Root Beer,Personal Gadget,Oral B,1082139291,693.5205459594727
Juice,Personal Gadget,Oral B,1062858104,345.3402519226074
Toilet Paper,Office Supplies,Oral B,1191628161,712.5837802886963
Tooth Brush,Home Appliances,Oral B,1443670229,220.11756896972656
Mouthwash,Home Supplies,Oral B,1861842807,246.8441128730774
Toothpaste,Home Appliances,Oral B,1361726642,174.6397614479065
Soap,Office Supplies,Oral B,1457385372,193.40384006500244
Shampoo,Office Supplies,Oral B,1406196120,548.977255821228
Shower Gel,Food,Oral B,1802524538,393.89097690582275
Dish Soap,Home Appliances,Oral B,1869435764,202.2036910057068
Towels,Home Supplies,Oral B,1292112607,640.7238245010376
Cutlery,Office Supplies,Oral B,1315293984,221.64922952651978
Sanitizer,Home Appliances,Oral B,1752938589,271.19576930999756
Laundry Detergent,Office Supplies,Oral B,1153958679,891.2252187728882
Fabric Softener,Office Supplies,Oral B,1591792159,658.198356628418
Dishwasher,Food,Oral B,1894079502,419.0632104873657
Refrigerator,Personal Gadget,Oral B,1222814719,241.227388381958
TV,Food,Oral B,1789436234,239.7923469543457
Sound System,Personal Gadget,Oral B,1804133142,436.31500005722046
Microwave,Food,Oral B,1317369531,870.7984685897827
Oven,Personal Gadget,Oral B,1964531872,878.261923789978
Electric Kettle,Personal Gadget,Oral B,1203323743,69.652259349823
Coffee Maker,Home Supplies,Oral B,1762873806,745.7160949707031
Heater,Personal Gadget,Oral B,1314589830,994.5619106292725
Humidifier,Office Supplies,Oral B,1409605134,115.06509780883789
Gaming Console,Home Supplies,Oral B,1601717511,872.3371624946594
Pen,Food,Oral B,1870076529,301.7328977584839
Pencil,Personal Gadget,Oral B,1673753320,318.20303201675415
Notepad,Food,Oral B,1958307801,349.3649363517761
Sticky Notes,Home Supplies,Oral B,1499746466,496.2536692619324
Calendar,Personal Gadget,Oral B,1777569527,293.74295473098755
Planner,Home Appliances,Oral B,1970758156,153.89961004257202
Highlighter,Office Supplies,Oral B,1746726673,587.4155759811401
Sharpener,Personal Gadget,Oral B,1611454366,681.9663643836975
Notebook,Home Supplies,Oral B,1110289875,354.40462827682495
Journal,Food,Oral B,1966419246,545.9085702896118
Diary,Personal Gadget,Oral B,1922775266,636.5239024162292
Printer,Personal Gadget,Oral B,1112386278,82.79269933700562
Trashcan,Personal Gadget,Oral B,1447135077,881.5195560455322
Chair,Office Supplies,Oral B,1263059937,971.2812900543213
Tape,Personal Gadget,Oral B,1651166062,949.2301940917969
Eraser,Food,Oral B,1578133059,943.9559578895569
Iphone X,Home Supplies,Old Spice,1729030989,419.2180633544922
Ipad Pro,Home Appliances,Old Spice,1493156183,137.20226287841797
Macbook Pro,Food,Old Spice,1037069552,968.9048528671265
XPS 13,Home Appliances,Old Spice,1223375422,55.92888593673706
Noise Cancelling Series 2,Personal Gadget,Old Spice,1499276093,755.359411239624
Inspiron,Home Appliances,Old Spice,1524437954,489.1180992126465
Macbook Air,Personal Gadget,Old Spice,1909164681,729.844331741333
Chips,Home Appliances,Old Spice,1418509482,946.2306499481201
Milk,Home Supplies,Old Spice,1897823580,498.48175048828125
Yoghurt,Office Supplies,Old Spice,1909017928,720.5795049667358
Cheese,Home Appliances,Old Spice,1935011173,24.517059326171875
Chicken Breast,Office Supplies,Old Spice,1844723686,528.8245677947998
Frozen Pizza,Personal Gadget,Old Spice,1129014044,160.33422946929932
Bagels,Home Appliances,Old Spice,1078530906,658.7291359901428
Bread,Home Appliances,Old Spice,1855151660,666.4343476295471
Cookies,Office Supplies,Old Spice,1063436874,591.3963317871094
Sparkling Water,Home Supplies,Old Spice,1201373352,188.96788358688354
Energy Drink,Food,Old Spice,1592931742,388.6253237724304
Soda,Home Appliances,Old Spice,1717077327,249.18782711029053
Root Beer,Home Appliances,Old Spice,1722295760,568.173885345459
Juice,Food,Old Spice,1098441663,972.5568890571594
Toilet Paper,Office Supplies,Old Spice,1087513552,375.0976324081421
Tooth Brush,Personal Gadget,Old Spice,1866167750,330.5177092552185
Mouthwash,Home Appliances,Old Spice,1097469448,19.58596706390381
Toothpaste,Office Supplies,Old Spice,1181201504,565.5685663223267
Soap,Home Appliances,Old Spice,1430871976,642.5917744636536
Shampoo,Home Supplies,Old Spice,1107942220,154.84589338302612
Shower Gel,Home Appliances,Old Spice,1180767618,119.93539333343506
Dish Soap,Food,Old Spice,1545523611,776.5939831733704
Towels,Personal Gadget,Old Spice,1005955322,781.4644575119019
Cutlery,Personal Gadget,Old Spice,1894436095,868.5274720191956
Sanitizer,Personal Gadget,Old Spice,1060148069,240.39942026138306
Laundry Detergent,Office Supplies,Old Spice,1262151769,301.0976314544678
Fabric Softener,Home Supplies,Old Spice,1957004806,663.4520292282104
Dishwasher,Home Appliances,Old Spice,1607242532,679.1454553604126
Refrigerator,Office Supplies,Old Spice,1913468209,407.04959630966187
TV,Office Supplies,Old Spice,1912098759,782.5394868850708
Sound System,Office Supplies,Old Spice,1707102717,269.53864097595215
Microwave,Home Appliances,Old Spice,1010736440,563.4934902191162
Oven,Food,Old Spice,1537874486,12.218594551086426
Electric Kettle,Office Supplies,Old Spice,1596927145,41.76819324493408
Coffee Maker,Personal Gadget,Old Spice,1044210438,960.2131247520447
Heater,Home Supplies,Old Spice,1731224142,938.4616613388062
Humidifier,Home Appliances,Old Spice,1971012558,662.4223589897156
Gaming Console,Personal Gadget,Old Spice,1651240574,227.27930545806885
Pen,Office Supplies,Old Spice,1597992849,851.1071801185608
Pencil,Food,Old Spice,1181238527,174.86029863357544
Notepad,Personal Gadget,Old Spice,1425280016,457.1800231933594
Sticky Notes,Home Appliances,Old Spice,1613812667,307.87795782089233
Calendar,Food,Old Spice,1585388973,696.2679028511047
Planner,Food,Old Spice,1692926462,956.288754940033
Highlighter,Office Supplies,Old Spice,1452632759,310.45621633529663
Sharpener,Personal Gadget,Old Spice,1624131477,154.48009967803955
Notebook,Personal Gadget,Old Spice,1289803312,826.8247842788696
Journal,Personal Gadget,Old Spice,1750451380,263.4734511375427
Diary,Home Appliances,Old Spice,1984995166,150.08437633514404
Printer,Home Appliances,Old Spice,1302740596,439.2334222793579
Trashcan,Office Supplies,Old Spice,1856956227,244.56799030303955
Chair,Food,Old Spice,1118560733,199.07283782958984
Tape,Home Supplies,Old Spice,1654112820,960.4095816612244
Eraser,Home Supplies,Old Spice,1346607663,717.8316712379456
Iphone X,Home Supplies,Dove,1639845436,927.9652833938599
Ipad Pro,Home Appliances,Dove,1352944635,958.7656855583191
Macbook Pro,Office Supplies,Dove,1584726445,669.5263981819153
XPS 13,Food,Dove,1524854071,354.8440933227539
Noise Cancelling Series 2,Home Supplies,Dove,1505935761,772.398829460144
Inspiron,Home Supplies,Dove,1647738279,1.5091300010681152
Macbook Air,Home Supplies,Dove,1676233834,824.8662352561951
Chips,Home Supplies,Dove,1495530621,402.0753502845764
Milk,Home Supplies,Dove,1231606719,356.91559314727783
Yoghurt,Home Supplies,Dove,1226497842,875.1742243766785
Cheese,Home Appliances,Dove,1240546437,849.524199962616
Chicken Breast,Home Supplies,Dove,1880725393,146.41743898391724
Frozen Pizza,Food,Dove,1352053374,906.5378904342651
Bagels,Home Appliances,Dove,1515205160,213.33670616149902
Bread,Home Supplies,Dove,1747635681,426.59610509872437
Cookies,Personal Gadget,Dove,1335141628,806.3492774963379
Sparkling Water,Food,Dove,1609248766,402.19348669052124
Energy Drink,Food,Dove,1149334497,134.82004404067993
Soda,Home Supplies,Dove,1345303639,219.93136405944824
Root Beer,Food,Dove,1922385607,775.1871943473816
Juice,Food,Dove,1446240250,779.5774936676025
Toilet Paper,Personal Gadget,Dove,1461739454,649.6604084968567
Tooth Brush,Home Supplies,Dove,1766001434,707.0879340171814
Mouthwash,Food,Dove,1973555125,884.3817114830017
Toothpaste,Home Appliances,Dove,1832967309,553.7707805633545
Soap,Office Supplies,Dove,1474096645,703.4804821014404
Shampoo,Home Appliances,Dove,1211058046,373.91090393066406
Shower Gel,Personal Gadget,Dove,1744321245,391.6047215461731
Dish Soap,Personal Gadget,Dove,1076950926,8.193433284759521
Towels,Home Supplies,Dove,1571867340,176.8321990966797
Cutlery,Office Supplies,Dove,1811470825,900.0358581542969
Sanitizer,Office Supplies,Dove,1609547883,786.0636711120605
Laundry Detergent,Home Supplies,Dove,1171619918,294.4827675819397
Fabric Softener,Personal Gadget,Dove,1981216520,496.8869686126709
Dishwasher,Personal Gadget,Dove,1304448920,250.75465440750122
Refrigerator,Office Supplies,Dove,1238594528,47.426044940948486
TV,Office Supplies,Dove,1665702762,404.1407108306885
Sound System,Food,Dove,1886054289,515.9226655960083
Microwave,Home Supplies,Dove,1636188821,783.0607891082764
Oven,Office Supplies,Dove,1179799580,694.932758808136
Electric Kettle,Home Supplies,Dove,1999028393,993.3053851127625
Coffee Maker,Home Appliances,Dove,1524341394,964.3782377243042
Heater,Home Appliances,Dove,1303901068,572.3270177841187
Humidifier,Office Supplies,Dove,1549243435,819.7242617607117
Gaming Console,Food,Dove,1743242549,468.7574505805969
Pen,Home Supplies,Dove,1885027647,95.81422805786133
Pencil,Office Supplies,Dove,1383895984,170.94802856445312
Notepad,Office Supplies,Dove,1066741277,306.0978651046753
Sticky Notes,Office Supplies,Dove,1210361406,576.2814283370972
Calendar,Food,Dove,1690467845,106.9413423538208
Planner,Personal Gadget,Dove,1357575430,921.4164614677429
Highlighter,Office Supplies,Dove,1511117922,616.3606643676758
Sharpener,Personal Gadget,Dove,1447746965,971.7584848403931
Notebook,Home Supplies,Dove,1193886788,537.9469394683838
Journal,Personal Gadget,Dove,1043466239,763.6818289756775
Diary,Food,Dove,1777168219,839.1382098197937
Printer,Personal Gadget,Dove,1725004226,900.876522064209
Trashcan,Personal Gadget,Dove,1947441829,136.67035102844238
Chair,Personal Gadget,Dove,1170970866,200.27416944503784
Tape,Office Supplies,Dove,1108308128,182.44338035583496
Eraser,Personal Gadget,Dove,1236462892,165.09944200515747
Iphone X,Food,Cetaphil,1103657030,604.748785495758
Ipad Pro,Food,Cetaphil,1390298904,712.5592827796936
Macbook Pro,Office Supplies,Cetaphil,1751772949,730.5057048797607
XPS 13,Food,Cetaphil,1892321331,9.547114372253418
Noise Cancelling Series 2,Office Supplies,Cetaphil,1001480706,234.67540740966797
Inspiron,Office Supplies,Cetaphil,1803082967,457.6225280761719
Macbook Air,Home Supplies,Cetaphil,1237321409,77.30692625045776
Chips,Home Supplies,Cetaphil,1752194031,432.6936602592468
Milk,Home Supplies,Cetaphil,1757943788,693.7810182571411
Yoghurt,Food,Cetaphil,1419470946,517.663300037384
Cheese,Home Appliances,Cetaphil,1715755006,399.9636769294739
Chicken Breast,Home Appliances,Cetaphil,1866718377,688.3008480072021
Frozen Pizza,Home Supplies,Cetaphil,1337373461,114.47250843048096
Bagels,Home Supplies,Cetaphil,1300026141,322.4135637283325
Bread,Personal Gadget,Cetaphil,1310164051,641.5427923202515
Cookies,Home Appliances,Cetaphil,1036039840,426.7611503601074
Sparkling Water,Food,Cetaphil,1102343008,209.62995290756226
Energy Drink,Personal Gadget,Cetaphil,1524555508,119.97717618942261
Soda,Home Supplies,Cetaphil,1230663700,735.5921864509583
Root Beer,Office Supplies,Cetaphil,1268409818,6.030619144439697
Juice,Home Supplies,Cetaphil,1164015368,347.8854298591614
Toilet Paper,Office Supplies,Cetaphil,1545025440,532.619833946228
Tooth Brush,Office Supplies,Cetaphil,1482483921,223.61230850219727
Mouthwash,Personal Gadget,Cetaphil,1527793228,991.5934801101685
Toothpaste,Personal Gadget,Cetaphil,1944264223,395.57701349258423
Soap,Home Appliances,Cetaphil,1926013589,301.42152309417725
Shampoo,Home Supplies,Cetaphil,1357629943,191.89172983169556
Shower Gel,Food,Cetaphil,1696298238,760.4041695594788
Dish Soap,Food,Cetaphil,1237933518,660.4911684989929
Towels,Personal Gadget,Cetaphil,1953684296,297.33753204345703
Cutlery,Home Appliances,Cetaphil,1541930548,185.5735182762146
Sanitizer,Food,Cetaphil,1545403241,425.5133271217346
Laundry Detergent,Home Appliances,Cetaphil,1720822380,457.0775032043457
Fabric Softener,Home Supplies,Cetaphil,1103064301,756.0945153236389
Dishwasher,Home Appliances,Cetaphil,1592143488,645.5157399177551
Refrigerator,Office Supplies,Cetaphil,1909371774,6.090044975280762
TV,Office Supplies,Cetaphil,1287459134,653.64009141922
Sound System,Home Supplies,Cetaphil,1893434219,480.4843068122864
Microwave,Personal Gadget,Cetaphil,1741888696,457.45307207107544
Oven,Food,Cetaphil,1184908707,881.8119168281555
Electric Kettle,Home Appliances,Cetaphil,1822454847,59.079766273498535
Coffee Maker,Home Appliances,Cetaphil,1232940706,445.9972381591797
Heater,Personal Gadget,Cetaphil,1480531823,403.16450595855713
Humidifier,Food,Cetaphil,1743025942,91.10122919082642
Gaming Console,Food,Cetaphil,1010203166,660.0821018218994
Pen,Home Appliances,Cetaphil,1956073061,844.3726301193237
Pencil,Home Appliances,Cetaphil,1115741646,659.794270992279
Notepad,Office Supplies,Cetaphil,1832249733,959.4441056251526
Sticky Notes,Personal Gadget,Cetaphil,1569919749,529.2161703109741
Calendar,Office Supplies,Cetaphil,1891437034,104.52514886856079
Planner,Food,Cetaphil,1578297102,6.170690059661865
Highlighter,Home Supplies,Cetaphil,1076715830,877.0372867584229
Sharpener,Home Supplies,Cetaphil,1866491510,690.2298331260681
Notebook,Home Supplies,Cetaphil,1462297844,841.4393663406372
Journal,Home Supplies,Cetaphil,1056820668,63.91263008117676
Diary,Home Supplies,Cetaphil,1728362448,784.263551235199
Printer,Home Supplies,Cetaphil,1192331903,348.8966226577759
Trashcan,Office Supplies,Cetaphil,1518653567,1.0068416595458984
Chair,Office Supplies,Cetaphil,1660467010,726.3074517250061
Tape,Office Supplies,Cetaphil,1419345405,69.00757551193237
Eraser,Home Supplies,Cetaphil,1141415717,676.090657711029
Iphone X,Home Supplies,Dawn,1827138379,692.4139857292175
Ipad Pro,Home Supplies,Dawn,1199196567,909.3905091285706
Macbook Pro,Home Appliances,Dawn,1278963971,131.578266620636
XPS 13,Food,Dawn,1403892595,764.3361687660217
Noise Cancelling Series 2,Office Supplies,Dawn,1403845682,329.5711874961853
Inspiron,Home Appliances,Dawn,1344116240,897.3520398139954
Macbook Air,Home Appliances,Dawn,1928799536,831.01487159729
Chips,Home Supplies,Dawn,1998155903,469.8977470397949
Milk,Office Supplies,Dawn,1665198162,739.2055988311768
Yoghurt,Personal Gadget,Dawn,1884470017,848.3412265777588
Cheese,Personal Gadget,Dawn,1050433539,390.8085227012634
Chicken Breast,Home Supplies,Dawn,1426969414,599.54833984375
Frozen Pizza,Office Supplies,Dawn,1193283082,835.6250524520874
Bagels,Office Supplies,Dawn,1533214591,476.93395614624023
Bread,Home Appliances,Dawn,1932025634,112.58238554000854
Cookies,Home Appliances,Dawn,1495231563,304.47298288345337
Sparkling Water,Home Supplies,Dawn,1764608458,310.79065799713135
Energy Drink,Home Appliances,Dawn,1749716409,535.9748601913452
Soda,Food,Dawn,1643195949,423.02781343460083
Root Beer,Home Appliances,Dawn,1559182523,603.3346056938171
Juice,Personal Gadget,Dawn,1175025537,543.221116065979
Toilet Paper,Home Appliances,Dawn,1345957796,483.2007884979248
Tooth Brush,Home Appliances,Dawn,1262070736,362.404465675354
Mouthwash,Home Appliances,Dawn,1790337291,672.3512411117554
Toothpaste,Food,Dawn,1308602345,590.3820991516113
Soap,Personal Gadget,Dawn,1221741973,636.9965672492981
Shampoo,Office Supplies,Dawn,1884013797,612.1686697006226
Shower Gel,Food,Dawn,1632153386,912.3017191886902
Dish Soap,Home Appliances,Dawn,1844521340,696.5989470481873
Towels,Food,Dawn,1434737788,200.83171129226685
Cutlery,Food,Dawn,1978480359,554.802417755127
Sanitizer,Home Appliances,Dawn,1003418826,830.6987881660461
Laundry Detergent,Home Supplies,Dawn,1973614176,222.162127494812
Fabric Softener,Office Supplies,Dawn,1952807027,767.3684358596802
Dishwasher,Food,Dawn,1028594656,660.6739163398743
Refrigerator,Home Supplies,Dawn,1959572586,461.9385600090027
TV,Home Supplies,Dawn,1504934758,279.17927503585815
Sound System,Personal Gadget,Dawn,1858908194,300.93079805374146
Microwave,Home Appliances,Dawn,1287465475,704.7668099403381
Oven,Food,Dawn,1461646312,389.05560970306396
Electric Kettle,Home Appliances,Dawn,1782811606,645.8585858345032
Coffee Maker,Home Supplies,Dawn,1482972847,140.96641540527344
Heater,Home Supplies,Dawn,1915919367,930.3752779960632
Humidifier,Home Supplies,Dawn,1622242443,427.78271436691284
Gaming Console,Office Supplies,Dawn,1906108920,723.2930660247803
Pen,Home Supplies,Dawn,1920501540,269.33032274246216
Pencil,Home Appliances,Dawn,1728243820,297.36751317977905
Notepad,Home Supplies,Dawn,1298940695,686.9348883628845
Sticky Notes,Office Supplies,Dawn,1843965673,397.446870803833
Calendar,Food,Dawn,1664228317,940.6636953353882
Planner,Personal Gadget,Dawn,1265697953,379.38010692596436
Highlighter,Personal Gadget,Dawn,1187751206,28.709113597869873
Sharpener,Home Supplies,Dawn,1176069910,673.9270091056824
Notebook,Office Supplies,Dawn,1623054333,787.8368496894836
Journal,Food,Dawn,1941961749,307.3124289512634
Diary,Food,Dawn,1632709544,918.3082580566406
Printer,Office Supplies,Dawn,1350565757,864.2591238021851
Trashcan,Office Supplies,Dawn,1631552466,683.371365070343
Chair,Office Supplies,Dawn,1560358909,395.74772119522095
Tape,Office Supplies,Dawn,1212434717,274.37132596969604
Eraser,Personal Gadget,Dawn,1548978841,919.7658896446228
Iphone X,Home Appliances,Kirkland,1663696385,962.9496335983276
Ipad Pro,Home Appliances,Kirkland,1589602844,734.4368100166321
Macbook Pro,Office Supplies,Kirkland,1790448737,210.01064777374268
XPS 13,Home Appliances,Kirkland,1475085224,232.78093338012695
Noise Cancelling Series 2,Office Supplies,Kirkland,1356069570,98.56820106506348
Inspiron,Home Supplies,Kirkland,1202978787,78.73654365539551
Macbook Air,Home Supplies,Kirkland,1123281972,488.8268709182739
Chips,Home Supplies,Kirkland,1643437917,854.8142910003662
Milk,Personal Gadget,Kirkland,1118660476,546.5840101242065
Yoghurt,Home Appliances,Kirkland,1235289778,830.9037089347839
Cheese,Personal Gadget,Kirkland,1308865958,111.09435558319092
Chicken Breast,Office Supplies,Kirkland,1033304313,617.4171566963196
Frozen Pizza,Food,Kirkland,1065452535,289.8499369621277
Bagels,Food,Kirkland,1892557728,768.4033513069153
Bread,Home Supplies,Kirkland,1327440871,692.3778653144836
Cookies,Office Supplies,Kirkland,1295056579,83.8773250579834
Sparkling Water,Personal Gadget,Kirkland,1232368632,543.3299541473389
Energy Drink,Home Supplies,Kirkland,1261385204,445.89704275131226
Soda,Home Appliances,Kirkland,1678182580,200.16402006149292
Root Beer,Office Supplies,Kirkland,1048596365,608.508825302124
Juice,Home Supplies,Kirkland,1066731222,199.03028011322021
Toilet Paper,Personal Gadget,Kirkland,1408047512,874.3357062339783
Tooth Brush,Food,Kirkland,1646979996,173.658549785614
Mouthwash,Food,Kirkland,1197184338,35.18319129943848
Toothpaste,Home Supplies,Kirkland,1970251505,848.7780690193176
Soap,Personal Gadget,Kirkland,1131798547,163.5887622833252
Shampoo,Home Appliances,Kirkland,1054269849,767.7240371704102
Shower Gel,Office Supplies,Kirkland,1595083657,727.8811931610107
Dish Soap,Home Appliances,Kirkland,1756661681,642.3242688179016
Towels,Office Supplies,Kirkland,1242538365,304.2990565299988
Cutlery,Food,Kirkland,1426563479,833.9999914169312
Sanitizer,Home Appliances,Kirkland,1853716282,693.4277415275574
Laundry Detergent,Food,Kirkland,1245456673,813.4430646896362
Fabric Softener,Home Appliances,Kirkland,1569904212,160.16125679016113
Dishwasher,Office Supplies,Kirkland,1411275885,780.5692553520203
Refrigerator,Home Supplies,Kirkland,1548569202,530.2051901817322
TV,Office Supplies,Kirkland,1854812774,438.1451606750488
Sound System,Personal Gadget,Kirkland,1779010566,43.57939958572388
Microwave,Home Supplies,Kirkland,1911694244,136.10482215881348
Oven,Personal Gadget,Kirkland,1597877623,816.5225982666016
Electric Kettle,Personal Gadget,Kirkland,1979602491,876.8173456192017
Coffee Maker,Food,Kirkland,1467478357,955.6658267974854
Heater,Office Supplies,Kirkland,1857399713,585.2505564689636
Humidifier,Food,Kirkland,1124150549,338.45263719558716
Gaming Console,Food,Kirkland,1144526309,396.04705572128296
Pen,Home Supplies,Kirkland,1949057361,685.8034133911133
Pencil,Home Supplies,Kirkland,1745182664,739.0612363815308
Notepad,Home Appliances,Kirkland,1680893464,249.32831525802612
Sticky Notes,Food,Kirkland,1407733640,666.0847067832947
Calendar,Office Supplies,Kirkland,1591059505,486.49924993515015
Planner,Office Supplies,Kirkland,1086468392,57.64591693878174
Highlighter,Home Appliances,Kirkland,1329422080,851.7276048660278
Sharpener,Food,Kirkland,1256906946,186.34283542633057
Notebook,Personal Gadget,Kirkland,1565985322,966.0165905952454
Journal,Food,Kirkland,1679496406,151.72958374023438
Diary,Home Appliances,Kirkland,1684449998,197.6536512374878
Printer,Office Supplies,Kirkland,1287634408,204.0259838104248
Trashcan,Home Appliances,Kirkland,1402139953,174.27915334701538
Chair,Personal Gadget,Kirkland,1187973656,155.66951036453247
Tape,Personal Gadget,Kirkland,1712171876,113.75391483306885
Eraser,Home Appliances,Kirkland,1282998096,359.9303364753723
Iphone X,Personal Gadget,Tide,1773698261,596.8007445335388
Ipad Pro,Home Appliances,Tide,1852647891,986.5309000015259
Macbook Pro,Food,Tide,1760853666,575.8020281791687
XPS 13,Home Appliances,Tide,1923656324,120.64820528030396
Noise Cancelling Series 2,Home Supplies,Tide,1557594090,916.8992042541504
Inspiron,Personal Gadget,Tide,1288224370,82.1484923362732
Macbook Air,Home Appliances,Tide,1031479429,580.3009867668152
Chips,Office Supplies,Tide,1249300177,37.856996059417725
Milk,Home Appliances,Tide,1302771295,958.2130312919617
Yoghurt,Home Appliances,Tide,1225275712,645.6702351570129
Cheese,Home Appliances,Tide,1454794150,790.9469604492188
Chicken Breast,Food,Tide,1165216077,13.067841529846191
Frozen Pizza,Personal Gadget,Tide,1906749538,177.5464415550232
Bagels,Office Supplies,Tide,1745270836,514.8999094963074
Bread,Food,Tide,1731120613,273.8286852836609
Cookies,Home Appliances,Tide,1741787394,40.15469551086426
Sparkling Water,Home Supplies,Tide,1475120883,442.32600927352905
Energy Drink,Food,Tide,1026576056,521.8249559402466
Soda,Food,Tide,1110617613,577.6167511940002
Root Beer,Personal Gadget,Tide,1790120211,348.1796383857727
Juice,Home Supplies,Tide,1051507810,597.4604487419128
Toilet Paper,Office Supplies,Tide,1870257370,611.0382676124573
Tooth Brush,Food,Tide,1344185833,263.63301277160645
Mouthwash,Food,Tide,1213579281,473.47551584243774
Toothpaste,Home Appliances,Tide,1148677477,503.15195322036743
Soap,Home Supplies,Tide,1306740329,45.32957077026367
Shampoo,Food,Tide,1119016575,745.5710172653198
Shower Gel,Home Appliances,Tide,1932872527,552.6425242424011
Dish Soap,Food,Tide,1785920407,808.2171082496643
Towels,Food,Tide,1397859339,742.5457835197449
Cutlery,Food,Tide,1207818061,959.7728848457336
Sanitizer,Personal Gadget,Tide,1761423207,47.06043004989624
Laundry Detergent,Food,Tide,1043466805,712.7310037612915
Fabric Softener,Home Supplies,Tide,1943555817,159.88850593566895
Dishwasher,Office Supplies,Tide,1507042441,954.3489217758179
Refrigerator,Home Appliances,Tide,1468120934,184.71366167068481
TV,Home Supplies,Tide,1981626816,369.3174123764038
Sound System,Personal Gadget,Tide,1178460960,170.13561725616455
Microwave,Home Supplies,Tide,1116976466,959.0608477592468
Oven,Food,Tide,1406144363,636.5715861320496
Electric Kettle,Personal Gadget,Tide,1140506027,374.1656541824341
Coffee Maker,Office Supplies,Tide,1700824692,58.84814262390137
Heater,Food,Tide,1625346980,877.7714967727661
Humidifier,Personal Gadget,Tide,1509399428,332.46177434921265
Gaming Console,Food,Tide,1735560521,6.862163543701172
Pen,Home Supplies,Tide,1814730083,112.43981122970581
Pencil,Personal Gadget,Tide,1796132371,431.3969612121582
Notepad,Home Supplies,Tide,1162219090,865.3194904327393
Sticky Notes,Home Appliances,Tide,1094921192,492.3819303512573
Calendar,Home Appliances,Tide,1186258335,264.05900716781616
Planner,Personal Gadget,Tide,1936559264,371.6787099838257
Highlighter,Home Supplies,Tide,1433321889,632.8912377357483
Sharpener,Office Supplies,Tide,1846329412,579.095184803009
Notebook,Personal Gadget,Tide,1215246037,917.5537824630737
Journal,Food,Tide,1317803611,284.7290635108948
Diary,Office Supplies,Tide,1431628074,722.4167585372925
Printer,Home Appliances,Tide,1854692089,153.39899063110352
Trashcan,Personal Gadget,Tide,1806503213,379.3591856956482
Chair,Food,Tide,1158703868,508.1822872161865
Tape,Personal Gadget,Tide,1089383804,556.5078258514404
Eraser,Food,Tide,1935676573,444.5948004722595
Iphone X,Office Supplies,Bosch,1287837231,293.9673066139221
Ipad Pro,Office Supplies,Bosch,1846833267,596.9194173812866
Macbook Pro,Home Supplies,Bosch,1507145576,487.3889088630676
XPS 13,Office Supplies,Bosch,1926430779,612.8882169723511
Noise Cancelling Series 2,Home Supplies,Bosch,1066953920,100.71134567260742
Inspiron,Personal Gadget,Bosch,1267567005,589.7165536880493
Macbook Air,Food,Bosch,1105528062,851.8580794334412
Chips,Home Supplies,Bosch,1781428132,158.89590978622437
Milk,Home Appliances,Bosch,1245284143,807.9143166542053
Yoghurt,Office Supplies,Bosch,1339319627,52.799105644226074
Cheese,Food,Bosch,1220220980,480.7747006416321
Chicken Breast,Home Supplies,Bosch,1979600086,644.8033452033997
Frozen Pizza,Office Supplies,Bosch,1814010402,315.0233030319214
Bagels,Home Supplies,Bosch,1111916544,506.16729259490967
Bread,Home Supplies,Bosch,1449631177,294.57253217697144
Cookies,Personal Gadget,Bosch,1678334049,675.3230690956116
